target,repeat,sampling_seed,projection_seed,sample_size,examples_per_original_class,training_class_counts,condition,family,layer,original_feature_count,feature_count,selected_c,validation_accuracy,validation_macro_f1,n_test,test_accuracy,test_macro_f1,test_target_f1,true_negative,false_positive,false_negative,true_positive
tops,1,42,0,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv2,trained,conv2,1568,32,0.1,0.9175,0.9147848537049609,10000,0.9139,0.910960366287336,0.894781864841745,5478,522,339,3661
tops,1,42,0,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_fc,trained,fc,128,32,0.1,0.962,0.960638240570787,10000,0.9605,0.9589832289276521,0.9510957038504395,5764,236,159,3841
footwear,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",pixels,pixels,pixels,784,32,1.0,0.9635,0.9568928737720005,10000,0.9619,0.9552171602764081,0.9379175492911846,6741,259,122,2878
footwear,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv1,random,conv1,3136,32,1.0,0.9345,0.9223547032749423,10000,0.9313,0.918683096058617,0.8866523675961062,6626,374,313,2687
footwear,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv2,random,conv2,1568,32,1.0,0.903,0.8757964393272009,10000,0.8992,0.8713305660214354,0.8114478114478114,6823,177,831,2169
footwear,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_fc,random,fc,128,32,1.0,0.9455,0.9341938245432282,10000,0.9459,0.9342388989457182,0.9065468992917602,6835,165,376,2624
footwear,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv1,trained,conv1,3136,32,1.0,0.9665,0.9596709996265053,10000,0.9625,0.9550855338517277,0.9368367862556847,6844,156,219,2781
footwear,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv2,trained,conv2,1568,32,1.0,0.926,0.9113946482367534,10000,0.9326,0.919202881038254,0.886302294197031,6699,301,373,2627
footwear,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_fc,trained,fc,128,32,1.0,0.9985,0.9982151351187337,10000,0.9958,0.9950038028197965,0.9930093209054593,6975,25,17,2983
tops,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",pixels,pixels,pixels,784,32,1.0,0.784,0.7754619402791133,10000,0.7924,0.7831625149739025,0.7384072580645161,4994,1006,1070,2930
tops,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv1,random,conv1,3136,32,1.0,0.771,0.7627936076502686,10000,0.781,0.7725996396732263,0.7288932904184204,4866,1134,1056,2944
tops,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv2,random,conv2,1568,32,1.0,0.774,0.7702950894985217,10000,0.7655,0.762102768053496,0.7336740488358887,4425,1575,770,3230
tops,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_fc,random,fc,128,32,1.0,0.732,0.7288371565945184,10000,0.7199,0.7170764198407751,0.6888123541828686,4099,1901,900,3100
tops,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv1,trained,conv1,3136,32,1.0,0.7875,0.7774504990999835,10000,0.7899,0.7796876201146818,0.7322543647253728,5026,974,1127,2873
tops,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv2,trained,conv2,1568,32,1.0,0.845,0.8353579000590587,10000,0.8402,0.8301893497140465,0.788959323824617,5415,585,1013,2987
tops,1,42,1,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_fc,trained,fc,128,32,0.1,0.919,0.9143501555972173,10000,0.9133,0.9081079824687837,0.8862652499016135,5755,245,622,3378
footwear,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",pixels,pixels,pixels,784,32,0.1,0.972,0.9663421084264936,10000,0.972,0.966493182726891,0.9529095190043727,6887,113,167,2833
footwear,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv1,random,conv1,3136,32,1.0,0.9445,0.9357793308379843,10000,0.9461,0.9376626085024802,0.9147286821705426,6570,430,109,2891
footwear,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv2,random,conv2,1568,32,1.0,0.93,0.9168246997371661,10000,0.9315,0.9186454768815089,0.8863070539419087,6645,355,330,2670
footwear,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_fc,random,fc,128,32,1.0,0.939,0.9265286851284423,10000,0.939,0.926160043868197,0.8953687821612349,6780,220,390,2610
footwear,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv1,trained,conv1,3136,32,1.0,0.9715,0.9666156628181946,10000,0.9658,0.9600776053996742,0.9449629868039909,6722,278,64,2936
footwear,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv2,trained,conv2,1568,32,0.1,0.934,0.9234657491833447,10000,0.9416,0.9321146171224883,0.9067390610028745,6577,423,161,2839
footwear,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_fc,trained,fc,128,32,1.0,0.9965,0.995831347019815,10000,0.9956,0.9947629020549849,0.9926691102965678,6977,23,21,2979
tops,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",pixels,pixels,pixels,784,32,1.0,0.82,0.812732328954391,10000,0.823,0.8149637730429691,0.7764022233451238,5157,843,927,3073
tops,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv1,random,conv1,3136,32,1.0,0.82,0.8142460867842283,10000,0.8164,0.8099662162162162,0.775,5002,998,838,3162
tops,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv2,random,conv2,1568,32,1.0,0.877,0.8725429545786612,10000,0.8755,0.8712782869453881,0.8479667847111979,5283,717,528,3472
tops,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_fc,random,fc,128,32,0.1,0.7625,0.7536536406491201,10000,0.7614,0.7529255847483056,0.7071674030436917,4733,1267,1119,2881
tops,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv1,trained,conv1,3136,32,1.0,0.832,0.8258446534308603,10000,0.833,0.8263988149380181,0.7925465838509317,5140,860,810,3190
tops,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv2,trained,conv2,1568,32,1.0,0.881,0.8765917333054023,10000,0.876,0.8715761369571731,0.8477406679764243,5308,692,548,3452
tops,1,42,1,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_fc,trained,fc,128,32,0.1,0.937,0.9342080529343209,10000,0.9343,0.931320053349579,0.9170140204622963,5713,287,370,3630
footwear,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",pixels,pixels,pixels,784,32,0.1,0.968,0.9616093366093366,10000,0.9695,0.9634766751689374,0.9486445529550429,6878,122,183,2817
footwear,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv1,random,conv1,3136,32,1.0,0.963,0.9563225473634756,10000,0.9627,0.956189277589964,0.9393002441008951,6741,259,114,2886
footwear,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv2,random,conv2,1568,32,1.0,0.938,0.9264691929638134,10000,0.9362,0.9244618522645272,0.8946847144272037,6652,348,290,2710
footwear,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_fc,random,fc,128,32,1.0,0.949,0.9389341494604653,10000,0.9501,0.9401521294490011,0.9157521526253588,6789,211,288,2712
footwear,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv1,trained,conv1,3136,32,1.0,0.979,0.9751177463787435,10000,0.9754,0.9709173532181083,0.9594995060915377,6840,160,86,2914
footwear,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv2,trained,conv2,1568,32,0.1,0.9395,0.9291948607172209,10000,0.9474,0.938145718714763,0.9142204827136334,6671,329,197,2803
footwear,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_fc,trained,fc,128,32,1.0,0.9975,0.9970223907284393,10000,0.995,0.9940442131883895,0.9916583249916583,6978,22,28,2972
tops,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",pixels,pixels,pixels,784,32,1.0,0.798,0.7937226325076792,10000,0.8034,0.7986874751047266,0.7678866587957497,4782,1218,748,3252
tops,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv1,random,conv1,3136,32,1.0,0.8415,0.8382147482312712,10000,0.8437,0.8401560665850307,0.8163553048995418,4963,1037,526,3474
tops,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv2,random,conv2,1568,32,1.0,0.87,0.8663162094681031,10000,0.8689,0.8655128482879986,0.844169737311304,5138,862,449,3551
tops,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_fc,random,fc,128,32,1.0,0.826,0.8216599157086866,10000,0.8165,0.8125867647956238,0.7855055523085914,4805,1195,640,3360
tops,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv1,trained,conv1,3136,32,1.0,0.85,0.8471307979466609,10000,0.8522,0.8488900884984705,0.8265258215962441,5001,999,479,3521
tops,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv2,trained,conv2,1568,32,1.0,0.872,0.8667220603103503,10000,0.8731,0.8680248686075247,0.8421445453414603,5346,654,615,3385
tops,1,42,1,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_fc,trained,fc,128,32,0.1,0.9375,0.935322151309429,10000,0.9371,0.9347519788381476,0.9223744292237442,5634,366,263,3737
footwear,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",pixels,pixels,pixels,784,32,0.1,0.9755,0.9706786896007186,10000,0.9734,0.9681437720906774,0.9552037723139104,6898,102,164,2836
footwear,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv1,random,conv1,3136,32,1.0,0.98,0.9762356284963332,10000,0.9786,0.9745769304223808,0.9644636333444039,6882,118,96,2904
footwear,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv2,random,conv2,1568,32,1.0,0.956,0.948296365234476,10000,0.958,0.9506465304510907,0.9315960912052117,6720,280,140,2860
footwear,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_fc,random,fc,128,32,1.0,0.97,0.9636116195376492,10000,0.969,0.9623449998727018,0.9465148378191857,6947,53,257,2743
footwear,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv1,trained,conv1,3136,32,0.1,0.9835,0.9803101156780705,10000,0.9803,0.9764415473952238,0.9669074416260709,6925,75,122,2878
footwear,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv2,trained,conv2,1568,32,1.0,0.9375,0.9260493085462448,10000,0.9484,0.9389406226428241,0.9149076517150396,6710,290,226,2774
footwear,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_fc,trained,fc,128,32,0.1,0.996,0.9952289848711111,10000,0.9947,0.9936765850781892,0.9911326752551447,6985,15,38,2962
tops,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",pixels,pixels,pixels,784,32,1.0,0.868,0.8637804636417674,10000,0.8674,0.8634154686369778,0.8400868306801736,5191,809,517,3483
tops,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv1,random,conv1,3136,32,1.0,0.887,0.8841068432345063,10000,0.8856,0.8822529263956044,0.8624007697859033,5271,729,415,3585
tops,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv2,random,conv2,1568,32,1.0,0.913,0.9096339551971382,10000,0.9002,0.8967809729479271,0.8779951100244499,5411,589,409,3591
tops,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_fc,random,fc,128,32,1.0,0.8735,0.8698034263312535,10000,0.8608,0.8572637435019627,0.8347970567291716,5091,909,483,3517
tops,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv1,trained,conv1,3136,32,1.0,0.8865,0.881079328208219,10000,0.8781,0.8721400903236387,0.8445351358245122,5470,530,689,3311
tops,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv2,trained,conv2,1568,32,0.1,0.8875,0.8829816585451604,10000,0.8832,0.8784541499083245,0.8544366899302094,5404,596,572,3428
tops,1,42,1,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_fc,trained,fc,128,32,1.0,0.952,0.9502218756189857,10000,0.9476,0.9455331440381411,0.934923000496771,5712,288,236,3764
footwear,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",pixels,pixels,pixels,784,32,0.1,0.977,0.9724872155267801,10000,0.9775,0.9731294871741131,0.9622926093514329,6904,96,129,2871
footwear,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv1,random,conv1,3136,32,1.0,0.986,0.9833962693789255,10000,0.984,0.9810278710534592,0.9735187024164184,6899,101,59,2941
footwear,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv2,random,conv2,1568,32,1.0,0.974,0.9689585967375485,10000,0.9734,0.9684351090633434,0.9559164733178654,6850,150,116,2884
footwear,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_fc,random,fc,128,32,1.0,0.977,0.972325133952368,10000,0.9767,0.9718776052064522,0.9602321215224441,6954,46,187,2813
footwear,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv1,trained,conv1,3136,32,1.0,0.9855,0.9828113465265139,10000,0.9847,0.9818493778091276,0.9746562862348849,6905,95,58,2942
footwear,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv2,trained,conv2,1568,32,1.0,0.9625,0.9552071802292854,10000,0.9713,0.9657119499624809,0.9518698641623344,6875,125,162,2838
footwear,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_fc,trained,fc,128,32,1.0,0.998,0.9976190476190476,10000,0.9973,0.9967902909868696,0.9955112219451372,6979,21,6,2994
tops,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",pixels,pixels,pixels,784,32,1.0,0.8805,0.8772177543127264,10000,0.8803,0.8770039910817721,0.8568695444218581,5220,780,417,3583
tops,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv1,random,conv1,3136,32,1.0,0.906,0.9034985868702641,10000,0.9012,0.8983022821791342,0.8811357074109721,5350,650,338,3662
tops,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv2,random,conv2,1568,32,0.1,0.9215,0.9191496604156995,10000,0.9121,0.9095688976513439,0.8944397742284136,5397,603,276,3724
tops,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_fc,random,fc,128,32,1.0,0.8885,0.8854758465735837,10000,0.8769,0.8738817261188312,0.8543712291494144,5158,842,389,3611
tops,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv1,trained,conv1,3136,32,1.0,0.8875,0.8840497555382346,10000,0.8813,0.8772565547403969,0.8549786194257789,5314,686,501,3499
tops,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv2,trained,conv2,1568,32,1.0,0.8975,0.895059476961076,10000,0.8867,0.8840671071973341,0.8665960202519722,5187,813,320,3680
tops,1,42,1,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_fc,trained,fc,128,32,1.0,0.965,0.9636891793754538,10000,0.9562,0.9544649772050429,0.9455765407554672,5757,243,195,3805
footwear,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",pixels,pixels,pixels,784,32,0.1,0.9765,0.9720104728473299,10000,0.9765,0.9719460463019881,0.9606431083570591,6897,103,132,2868
footwear,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv1,random,conv1,3136,32,1.0,0.983,0.9797619047619048,10000,0.9839,0.9808751055180417,0.9732691349825668,6908,92,69,2931
footwear,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv2,random,conv2,1568,32,1.0,0.972,0.966538557142584,10000,0.9713,0.965856076032023,0.9522224071916098,6853,147,140,2860
footwear,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_fc,random,fc,128,32,1.0,0.9825,0.9790358340488603,10000,0.9775,0.9729614725859795,0.9618837879044554,6936,64,161,2839
footwear,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv1,trained,conv1,3136,32,0.1,0.986,0.9833491714428775,10000,0.9838,0.9806958778549546,0.9729549248747913,6924,76,86,2914
footwear,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv2,trained,conv2,1568,32,1.0,0.9675,0.9609520373875231,10000,0.9744,0.9693234536959582,0.956844234659474,6906,94,162,2838
footwear,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_fc,trained,fc,128,32,1.0,0.9985,0.9982151351187337,10000,0.9972,0.9966704661404482,0.9953426480372588,6980,20,8,2992
tops,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",pixels,pixels,pixels,784,32,1.0,0.8955,0.8927014113871525,10000,0.8902,0.88733742883327,0.8693790149892934,5248,752,346,3654
tops,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv1,random,conv1,3136,32,1.0,0.9145,0.9117185836253461,10000,0.906,0.9026164110989776,0.884464110127827,5462,538,402,3598
tops,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv2,random,conv2,1568,32,0.1,0.9245,0.9223206075454469,10000,0.9169,0.9143817753727059,0.8996982498491249,5442,558,273,3727
tops,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_fc,random,fc,128,32,1.0,0.8945,0.8913793001377835,10000,0.8771,0.8737834830518998,0.8533237856546128,5196,804,425,3575
tops,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv1,trained,conv1,3136,32,1.0,0.887,0.8832595182233958,10000,0.8878,0.8837252875819768,0.8619586614173228,5375,625,497,3503
tops,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv2,trained,conv2,1568,32,0.1,0.9,0.8975383590768207,10000,0.8979,0.8952689196158184,0.8786690433749257,5282,718,303,3697
tops,1,42,1,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_fc,trained,fc,128,32,1.0,0.9595,0.9580887540485099,10000,0.9531,0.9513797368097036,0.9422342653036088,5706,294,175,3825
footwear,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",pixels,pixels,pixels,784,32,1.0,0.9735,0.9682851132415935,10000,0.9758,0.9710405364996701,0.9593003699966364,6906,94,148,2852
footwear,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv1,random,conv1,3136,32,1.0,0.982,0.978550975394394,10000,0.9839,0.9808497293846712,0.9732068563820935,6915,85,76,2924
footwear,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv2,random,conv2,1568,32,1.0,0.9755,0.9707353577497999,10000,0.9764,0.9718617988914121,0.9605614973262032,6890,110,126,2874
footwear,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_fc,random,fc,128,32,1.0,0.985,0.9820043765356266,10000,0.9839,0.980648619569277,0.9727164887307236,6969,31,130,2870
footwear,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv1,trained,conv1,3136,32,0.1,0.9865,0.983936216068603,10000,0.9859,0.9832222701160965,0.9765195670274771,6927,73,68,2932
footwear,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv2,trained,conv2,1568,32,1.0,0.9695,0.9634979605233436,10000,0.9737,0.9685731789480592,0.9558798859251804,6888,112,151,2849
footwear,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_fc,trained,fc,128,32,1.0,0.9985,0.9982151351187337,10000,0.9974,0.996908289987559,0.9956753160345975,6981,19,7,2993
tops,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",pixels,pixels,pixels,784,32,1.0,0.901,0.8980179426613608,10000,0.8891,0.8862050274495741,0.868054729327781,5243,757,352,3648
tops,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv1,random,conv1,3136,32,1.0,0.921,0.9180412905903101,10000,0.9058,0.9022333757818994,0.8835599505562423,5484,516,426,3574
tops,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv2,random,conv2,1568,32,0.1,0.9255,0.9230196746728788,10000,0.9185,0.9157237507273996,0.9004276114844227,5500,500,315,3685
tops,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_fc,random,fc,128,32,1.0,0.906,0.9030303030303031,10000,0.8949,0.8917456311559823,0.8732666103943084,5328,672,379,3621
tops,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv1,trained,conv1,3136,32,0.1,0.9005,0.8967938410298419,10000,0.9003,0.8966026332063246,0.8770501911456406,5447,553,444,3556
tops,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv2,trained,conv2,1568,32,0.1,0.903,0.9004187545363364,10000,0.8975,0.8946134356559761,0.8771719592570402,5315,685,340,3660
tops,1,42,1,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_fc,trained,fc,128,32,1.0,0.965,0.9637034509721771,10000,0.9603,0.9587854095491257,0.9508845725596932,5760,240,157,3843
footwear,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",pixels,pixels,pixels,784,32,0.1,0.977,0.9724872155267801,10000,0.9791,0.9750210107361967,0.9649270011746938,6916,84,125,2875
footwear,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv1,random,conv1,3136,32,1.0,0.988,0.9857142857142858,10000,0.9832,0.9800227968426887,0.9720558882235529,6910,90,78,2922
footwear,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv2,random,conv2,1568,32,1.0,0.9805,0.9767967565435378,10000,0.9807,0.9770040765576471,0.9677850108496078,6908,92,101,2899
footwear,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_fc,random,fc,128,32,1.0,0.986,0.9831876059030717,10000,0.9837,0.9804159449051271,0.9723962743437765,6966,34,129,2871
footwear,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv1,trained,conv1,3136,32,0.1,0.9875,0.9851402360503223,10000,0.9864,0.9838279783964623,0.9773785761809713,6926,74,62,2938
footwear,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv2,trained,conv2,1568,32,1.0,0.9715,0.9659901998075762,10000,0.9765,0.9719081483475936,0.9605506127245258,6904,96,139,2861
footwear,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_fc,trained,fc,128,32,1.0,0.998,0.9976190476190476,10000,0.9969,0.9963154765519245,0.9948479308625561,6976,24,7,2993
tops,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",pixels,pixels,pixels,784,32,0.1,0.9005,0.8971873507376033,10000,0.894,0.8904668822278425,0.870794734275963,5368,632,428,3572
tops,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv1,random,conv1,3136,32,1.0,0.918,0.9148274060478774,10000,0.9078,0.9044738204599339,0.8866486353577575,5472,528,394,3606
tops,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv2,random,conv2,1568,32,0.1,0.927,0.9246390157236049,10000,0.9185,0.9158363544381642,0.9008636418927137,5482,518,297,3703
tops,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_fc,random,fc,128,32,1.0,0.8975,0.8946491804862531,10000,0.8857,0.8828076446203649,0.8643967255902242,5214,786,357,3643
tops,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv1,trained,conv1,3136,32,1.0,0.909,0.9054791945165468,10000,0.9055,0.9019181275010164,0.8831746816664606,5483,517,428,3572
tops,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv2,trained,conv2,1568,32,0.1,0.902,0.8996193730512843,10000,0.8994,0.8968376790307222,0.880579297245964,5285,715,291,3709
tops,1,42,1,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_fc,trained,fc,128,32,0.1,0.965,0.9637317350427085,10000,0.9624,0.9609639722796031,0.953476862162831,5771,229,147,3853
footwear,1,42,2,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",pixels,pixels,pixels,784,32,1.0,0.929,0.9188933859269743,10000,0.9292,0.9186715395739464,0.8894095595126523,6445,555,153,2847
footwear,1,42,2,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv1,random,conv1,3136,32,1.0,0.93,0.9168246997371661,10000,0.932,0.9193077976055395,0.8873052701358966,6643,357,323,2677
footwear,1,42,2,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv2,random,conv2,1568,32,1.0,0.929,0.9134382802746567,10000,0.9164,0.8986389047841515,0.8562091503267973,6675,325,511,2489
footwear,1,42,2,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_fc,random,fc,128,32,1.0,0.9765,0.9718481200084695,10000,0.9724,0.9669654395300935,0.9535666218034994,6890,110,166,2834
footwear,1,42,2,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv1,trained,conv1,3136,32,1.0,0.8995,0.8842957366432812,10000,0.9061,0.8908771115322498,0.8501197126895451,6398,602,337,2663
footwear,1,42,2,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv2,trained,conv2,1568,32,1.0,0.9395,0.9280787424835599,10000,0.9422,0.9308993188250914,0.9029550033579583,6733,267,311,2689
